------------------------------------------------------------
Client connecting to 10.0.2.22, TCP port 5001
TCP window size: 1.02 MByte (default)
------------------------------------------------------------
[  3] local 10.0.1.11 port 58024 connected with 10.0.2.22 port 5001
[ ID] Interval       Transfer     Bandwidth
[  3] 28.0-28.5 sec  63.6 KBytes  1.04 Mbits/sec
[  3] 28.5-29.0 sec  63.6 KBytes  1.04 Mbits/sec
[  3] 29.0-29.5 sec  0.00 Bytes  0.00 bits/sec
[  3] 29.5-30.0 sec  63.6 KBytes  1.04 Mbits/sec
[  3] 30.0-30.5 sec  1.31 MBytes  22.0 Mbits/sec
[  3] 30.5-31.0 sec  2.75 MBytes  46.1 Mbits/sec
[  3] 31.0-31.5 sec  4.12 MBytes  69.2 Mbits/sec
[  3] 31.5-32.0 sec  2.75 MBytes  46.1 Mbits/sec
[  3] 32.0-32.5 sec  2.75 MBytes  46.1 Mbits/sec
[  3] 32.5-33.0 sec  2.75 MBytes  46.1 Mbits/sec
[  3] 33.0-33.5 sec  2.75 MBytes  46.1 Mbits/sec
[  3] 33.5-34.0 sec  2.62 MBytes  44.0 Mbits/sec
[  3] 34.0-34.5 sec  2.75 MBytes  46.1 Mbits/sec
[  3] 34.5-35.0 sec  2.75 MBytes  46.1 Mbits/sec
[  3] 35.0-35.5 sec  2.75 MBytes  46.1 Mbits/sec
[  3] 35.5-36.0 sec  2.75 MBytes  46.1 Mbits/sec
[  3] 36.0-36.5 sec  2.75 MBytes  46.1 Mbits/sec
[  3] 36.5-37.0 sec  2.75 MBytes  46.1 Mbits/sec
[  3] 37.0-37.5 sec  2.75 MBytes  46.1 Mbits/sec
[  3] 37.5-38.0 sec  2.62 MBytes  44.0 Mbits/sec
[  3] 38.0-38.5 sec  2.75 MBytes  46.1 Mbits/sec
[  3] 38.5-39.0 sec  4.12 MBytes  69.2 Mbits/sec
[  3] 39.0-39.5 sec  2.75 MBytes  46.1 Mbits/sec
[  3] 39.5-40.0 sec  2.68 MBytes  44.9 Mbits/sec
[  3] 40.0-40.5 sec   700 KBytes  11.5 Mbits/sec
[  3] 40.5-41.0 sec   127 KBytes  2.09 Mbits/sec
[  3] 41.0-41.5 sec  63.6 KBytes  1.04 Mbits/sec
[  3] 41.5-42.0 sec  0.00 Bytes  0.00 bits/sec
[  3] 42.0-42.5 sec  63.6 KBytes  1.04 Mbits/sec
[  3] 42.5-43.0 sec  63.6 KBytes  1.04 Mbits/sec
[  3] 43.0-43.5 sec  63.6 KBytes  1.04 Mbits/sec
[  3] 43.5-44.0 sec  63.6 KBytes  1.04 Mbits/sec
[  3] 44.0-44.5 sec  63.6 KBytes  1.04 Mbits/sec
[  3] 44.5-45.0 sec  63.6 KBytes  1.04 Mbits/sec
[  3] 45.0-45.5 sec  63.6 KBytes  1.04 Mbits/sec
[  3] 45.5-46.0 sec  0.00 Bytes  0.00 bits/sec
[  3] 46.0-46.5 sec  63.6 KBytes  1.04 Mbits/sec
[  3] 46.5-47.0 sec  63.6 KBytes  1.04 Mbits/sec
[  3] 47.0-47.5 sec  63.6 KBytes  1.04 Mbits/sec
[  3] 47.5-48.0 sec  63.6 KBytes  1.04 Mbits/sec
[  3] 48.0-48.5 sec  63.6 KBytes  1.04 Mbits/sec
[  3] 48.5-49.0 sec  63.6 KBytes  1.04 Mbits/sec
[  3] 49.0-49.5 sec  63.6 KBytes  1.04 Mbits/sec
[  3] 49.5-50.0 sec  63.6 KBytes  1.04 Mbits/sec
[  3] 50.0-50.5 sec  3.62 MBytes  60.8 Mbits/sec
[  3] 50.5-51.0 sec  5.50 MBytes  92.3 Mbits/sec
[  3] 51.0-51.5 sec  4.12 MBytes  69.2 Mbits/sec
[  3] 51.5-52.0 sec  5.50 MBytes  92.3 Mbits/sec
[  3] 52.0-52.5 sec  5.38 MBytes  90.2 Mbits/sec
[  3] 52.5-53.0 sec  5.50 MBytes  92.3 Mbits/sec
[  3] 53.0-53.5 sec  5.50 MBytes  92.3 Mbits/sec
[  3] 53.5-54.0 sec  4.12 MBytes  69.2 Mbits/sec
[  3] 54.0-54.5 sec  5.38 MBytes  90.2 Mbits/sec
[  3] 54.5-55.0 sec  5.50 MBytes  92.3 Mbits/sec
[  3] 55.0-55.5 sec  5.50 MBytes  92.3 Mbits/sec
[  3] 55.5-56.0 sec  5.50 MBytes  92.3 Mbits/sec
[  3] 56.0-56.5 sec  4.00 MBytes  67.1 Mbits/sec
[  3] 56.5-57.0 sec  5.50 MBytes  92.3 Mbits/sec
[  3] 57.0-57.5 sec  5.50 MBytes  92.3 Mbits/sec
[  3] 57.5-58.0 sec  5.50 MBytes  92.3 Mbits/sec
[  3] 58.0-58.5 sec  5.38 MBytes  90.2 Mbits/sec
[  3] 58.5-59.0 sec  5.50 MBytes  92.3 Mbits/sec
[  3] 59.0-59.5 sec  5.50 MBytes  92.3 Mbits/sec
[  3] 59.5-60.0 sec  5.50 MBytes  92.3 Mbits/sec
